IMO,Port,Country,Arrival,Departure,In Port
9443413,Gibraltar West Anch., Gibraltar,"Apr 15, 10:00","Apr 15, 20:15","10h 14m"
9443413,Thamesport, United Kingdom (UK),"Apr 11, 19:53","-","-"
9397303,Milford Haven, United Kingdom (UK),"May 9, 15:19","May 11, 03:02","1d 11h"
9397303,As Suways (Suez) Anch., Egypt,"Apr 29, 04:20","-","-"
9397303,As Suways (Suez) Anch., Egypt,"Apr 28, 11:09","Apr 29, 04:16","17h 6m"
9397303,Ras Laffan, Qatar,"Apr 19, 07:10","Apr 20, 21:37","1d 14h"
9397303,Ras Laffan Anch., Qatar,"Apr 17, 21:17","Apr 19, 06:09","1d 8h"
9397298,Yangkou, China,"May 5, 04:04","May 7, 02:17","1d 22h"
9397298,Ras Laffan Anch., Qatar,"Apr 17, 02:06","Apr 17, 12:26","10h 19m"
9397298,Ras Laffan, Qatar,"Apr 15, 06:05","Apr 17, 01:04","1d 18h"
9397298,Ras Laffan Anch., Qatar,"Apr 14, 19:23","Apr 15, 04:33","9h 9m"
9397298,Port Said Anch., Egypt,"Apr 4, 16:02","Apr 7, 03:36","2d 11h"
9443683,Algeciras Anch., Spain,"May 9, 06:01","May 9, 23:20","17h 18m"
9443683,Milford Haven, United Kingdom (UK),"May 4, 15:49","May 5, 20:54","1d 5h"
9443683,As Suways (Suez) Anch., Egypt,"Apr 24, 13:40","Apr 25, 04:29","14h 49m"
9443683,Ras Laffan, Qatar,"Apr 15, 04:16","Apr 16, 11:41","1d 7h"
9443683,Ras Laffan Anch., Qatar,"Apr 14, 10:41","Apr 15, 02:57","16h 15m"
9796781,Pena Blanca Anch., Panama,"Apr 28, 16:00","-","-"
9796781,Panama Canal Anch. Atlantic, Panama,"Apr 25, 19:25","Apr 28, 10:25","2d 15h"
9796781,Freeport, United States (USA),"Apr 19, 18:56","Apr 21, 20:13","2d 1h"
9796781,Freeport Anch., United States (USA),"Apr 18, 16:07","Apr 19, 17:32","1d 1h"
9774628,Darwin, Australia,"Apr 30, 15:59","May 2, 02:10","1d 10h"
9774628,Darwin Anch., Australia,"Apr 29, 07:42","Apr 30, 14:11","1d 6h"
9774628,Sakai, Japan,"Apr 12, 22:35","Apr 14, 06:30","1d 7h"
9774628,Pena Blanca Anch., Panama,"Mar 23, 13:50","-","-"
9774628,Panama Canal Anch. Atlantic, Panama,"Mar 22, 19:03","Mar 23, 08:59","13h 56m"
9796793,Yangkou, China,"Apr 25, 04:12","Apr 26, 22:29","1d 18h"
9796793,Gatun Anch., Panama,"Apr 2, 14:33","-","-"
9796793,Panama Canal Anch. Atlantic, Panama,"Apr 2, 10:14","-","-"
9796793,Panama Canal Anch. Atlantic, Panama,"Mar 31, 21:02","Apr 2, 09:16","1d 12h"
9796793,Freeport, United States (USA),"Mar 25, 16:36","Mar 26, 22:07","1d 5h"
9698123,Darwin, Australia,"May 6, 07:55","May 7, 16:28","1d 8h"
9698123,Yung An, Taiwan,"Apr 29, 23:43","Apr 30, 23:34","23h 51m"
9698123,Darwin, Australia,"Apr 21, 22:58","Apr 23, 08:13","1d 9h"
9698123,Yung An, Taiwan,"Apr 14, 23:35","Apr 16, 00:35","1d 1h"
9698123,Darwin, Australia,"Apr 6, 12:36","-","-"
9779226,Lake Charles, United States (USA),"May 1, 18:10","May 3, 08:04","1d 13h"
9779226,Panama Canal Anch. Pacific, Panama,"Apr 21, 15:23","Apr 25, 07:36","3d 16h"
9779226,Kisarazu, Japan,"Mar 29, 03:00","Mar 30, 05:28","1d 2h"
9810020,Lake Charles, United States (USA),"May 8, 11:01","May 9, 12:10","1d 1h"
9810020,Panama Canal Anch. Pacific, Panama,"May 2, 09:38","-","-"
9810020,Panama Canal Anch. Pacific, Panama,"May 1, 16:00","May 2, 09:27","17h 26m"
9810020,Nagoya, Japan,"Apr 8, 01:20","Apr 9, 01:18","23h 57m"
9810020,Gatun Anch., Panama,"Mar 16, 14:28","-","-"
9779238,Pena Blanca Anch., Panama,"May 4, 15:42","-","-"
9779238,Cameron, United States (USA),"Apr 30, 15:35","-","-"
9779238,Lake Charles, United States (USA),"Apr 26, 19:23","Apr 30, 13:36","3d 18h"
9779238,Panama Canal Anch. Pacific, Panama,"Apr 20, 14:54","Apr 21, 07:46","16h 52m"
9779238,Sasebo, Japan,"-","Mar 23, 05:04","-"
9540716,Singapore Anch. 1, Singapore,"May 4, 06:57","May 7, 11:59","3d 5h"
9540716,Singapore, Singapore,"Apr 2, 04:51","May 4, 01:52","31d 21h"
9540716,Singapore Anch. 1, Singapore,"Mar 28, 04:23","Apr 2, 04:14","4d 23h"
9483877,Withnell Bay, Australia,"May 6, 00:42","May 7, 06:56","1d 6h"
9483877,Yokohama, Japan,"Apr 23, 00:30","Apr 24, 03:27","1d 2h"
9483877,Withnell Bay, Australia,"Apr 12, 04:00","Apr 13, 11:55","1d 7h"
9483877,Anegasaki, Japan,"Mar 25, 01:26","Mar 26, 05:07","1d 3h"
9483877,Withnell Bay, Australia,"Mar 14, 09:40","Mar 15, 14:11","1d 4h"
9770440,Sakai, Japan,"Apr 24, 01:08","Apr 25, 06:56","1d 5h"
9770440,Pena Blanca Anch., Panama,"Mar 29, 15:02","-","-"
9770440,Panama Canal Anch. Atlantic, Panama,"Mar 28, 14:09","Mar 29, 09:36","19h 27m"
9770440,Lake Charles, United States (USA),"Mar 22, 15:31","Mar 23, 17:50","1d 2h"
9770440,Panama Canal Anch. Pacific, Panama,"Mar 16, 14:39","Mar 17, 08:47","18h 7m"
9770438,Pena Blanca Anch., Panama,"May 8, 15:48","-","-"
9770438,Gatun Anch., Panama,"May 8, 14:51","May 8, 15:42","50m"
9770438,Panama Canal Anch. Atlantic, Panama,"May 7, 13:51","May 8, 10:19","20h 27m"
9770438,Lake Charles, United States (USA),"Apr 30, 23:16","May 2, 19:32","1d 20h"
9770438,Panama Canal Anch. Atlantic, Panama,"Apr 20, 19:54","Apr 20, 23:49","3h 55m"
9337987,Ras Laffan Anch., Qatar,"May 10, 09:25","-","-"
9337987,Ras Laffan, Qatar,"May 8, 21:46","May 10, 08:37","1d 10h"
9337987,Port Said Anch., Egypt,"Apr 30, 09:49","May 1, 02:48","16h 59m"
9337987,Swinoujscie, Poland,"Apr 18, 06:48","Apr 19, 15:09","1d 8h"
9337987,As Suways (Suez) Anch., Egypt,"Apr 6, 06:04","-","-"
9337951,Zeebrugge, Belgium,"Apr 30, 00:06","May 1, 04:13","1d 4h"
9337951,Malta Anch., Malta,"Apr 20, 08:21","Apr 23, 07:47","2d 23h"
9337951,As Suways (Suez) Anch., Egypt,"Apr 16, 12:36","Apr 17, 05:25","16h 49m"
9337951,Ras Laffan Anch., Qatar,"Apr 8, 09:05","Apr 9, 04:41","19h 35m"
9337951,Ras Laffan, Qatar,"Apr 7, 07:47","Apr 8, 08:17","1d"
9337975,Singapore Anch. 1, Singapore,"May 7, 07:12","May 7, 18:49","11h 36m"
9337975,Mab Tapud, Thailand,"May 3, 23:19","-","-"
9337975,Ras Laffan Anch., Qatar,"Apr 15, 09:01","Apr 18, 02:41","2d 17h"
9337975,Singapore Anch. 1, Singapore,"Apr 5, 22:31","Apr 6, 18:39","20h 7m"
9337975,Yokkaichi, Japan,"Mar 29, 01:28","Mar 30, 07:19","1d 5h"
9337963,Sohar Anch., Oman,"May 11, 03:08","May 11, 12:26","9h 17m"
9337963,Ras Laffan Anch., Qatar,"May 7, 01:27","May 10, 01:47","3d"
9337963,Ras Laffan, Qatar,"May 5, 17:11","May 7, 01:06","1d 7h"
9337963,Ras Laffan Anch., Qatar,"Apr 11, 06:08","May 5, 16:06","24d 9h"
9337963,Singapore Anch. 3, Singapore,"Apr 2, 01:43","Apr 2, 18:36","16h 53m"
9360831,Dapeng, China,"May 5, 03:32","May 6, 06:31","1d 2h"
9360831,Ras Laffan, Qatar,"Apr 20, 22:05","Apr 22, 08:39","1d 10h"
9360831,Ras Laffan Anch., Qatar,"Apr 11, 05:52","Apr 20, 21:12","9d 15h"
9360831,Swinoujscie, Poland,"Mar 13, 08:04","Mar 14, 16:05","1d 8h"
9397341,Ras Laffan, Qatar,"Apr 25, 16:01","Apr 26, 17:26","1d 1h"
9397341,Ras Laffan Anch., Qatar,"Apr 22, 10:22","Apr 25, 14:37","3d 4h"
9397341,Dahej, India,"Apr 17, 00:40","Apr 18, 10:04","1d 9h"
9397341,Ras Laffan, Qatar,"Apr 12, 12:14","Apr 13, 14:13","1d 1h"
9397341,Ras Laffan Anch., Qatar,"Apr 9, 12:19","Apr 12, 11:05","2d 22h"
9431111,Port Said Anch., Egypt,"May 10, 09:27","May 11, 00:52","15h 25m"
9431111,Swinoujscie, Poland,"Apr 28, 06:39","Apr 29, 14:52","1d 8h"
9431111,As Suways (Suez) Anch., Egypt,"Apr 15, 05:11","-","-"
9431111,As Suways (Suez) Anch., Egypt,"Apr 14, 16:54","Apr 15, 05:07","12h 13m"
9431111,Ras Laffan Anch., Qatar,"Apr 7, 00:39","Apr 7, 18:05","17h 25m"
9431135,Ras Laffan, Qatar,"Apr 26, 06:03","Apr 27, 07:14","1d 1h"
9431135,Ras Laffan Anch., Qatar,"Apr 23, 17:21","Apr 26, 05:08","2d 11h"
9431135,Gibraltar East Anch., Gibraltar,"Mar 28, 23:24","-","-"
9431135,Gibraltar West Anch., Gibraltar,"Mar 23, 19:49","Mar 24, 18:00","22h 10m"
9431135,Zeebrugge, Belgium,"Mar 19, 00:31","Mar 20, 02:19","1d 1h"
9431147,Ras Laffan Anch., Qatar,"Apr 30, 07:09","May 9, 07:00","8d 23h"
9431147,Ras Laffan, Qatar,"Apr 28, 18:43","Apr 30, 06:32","1d 11h"
9431147,Ras Laffan Anch., Qatar,"Apr 22, 10:41","Apr 28, 18:00","6d 7h"
9431147,Gibraltar West Anch., Gibraltar,"Mar 25, 04:53","Mar 25, 18:19","13h 25m"
9431147,Milford Haven, United Kingdom (UK),"Mar 21, 01:05","Mar 22, 07:36","1d 6h"
9397353,Mina' al Ahmadi, Kuwait,"May 10, 04:48","-","-"
9397353,Ras Laffan Anch., Qatar,"May 6, 18:33","May 9, 06:15","2d 11h"
9397353,Ras Laffan, Qatar,"May 5, 18:53","May 6, 18:06","23h 13m"
9397353,Ras Laffan Anch., Qatar,"May 5, 03:20","May 5, 18:01","14h 40m"
9397353,Port Said Anch., Egypt,"Apr 26, 10:43","Apr 27, 03:08","16h 25m"
9431123,Port Said Anch., Egypt,"May 9, 08:07","May 9, 22:28","14h 21m"
9431123,Revithoussa Desfa LNG Term., Greece,"May 5, 16:02","May 7, 14:47","1d 22h"
9431123,As Suways (Suez) Anch., Egypt,"Apr 13, 10:57","Apr 14, 05:26","18h 28m"
9431123,Ras Laffan, Qatar,"Apr 2, 12:39","Apr 5, 04:36","2d 15h"
9431123,Ras Laffan Anch., Qatar,"Mar 31, 16:10","Apr 2, 11:51","1d 19h"
9666560,Wheatstone LNG Term., Australia,"May 9, 09:05","May 10, 05:49","20h 44m"
9666560,Mab Tapud Anch., Thailand,"Apr 21, 03:01","Apr 25, 02:32","3d 23h"
9666560,Mab Tapud, Thailand,"Apr 19, 23:27","Apr 21, 02:35","1d 3h"
9666560,Wheatstone LNG Term., Australia,"Apr 12, 04:48","Apr 13, 12:46","1d 7h"
9666560,Yokkaichi, Japan,"Mar 25, 01:15","Mar 26, 00:50","23h 35m"
9666558,Kawasaki, Japan,"Apr 24, 01:01","Apr 25, 01:17","1d"
9666558,Darwin, Australia,"Apr 13, 02:09","Apr 14, 06:10","1d 4h"
9666558,Kisarazu, Japan,"Apr 1, 03:55","Apr 2, 06:29","1d 2h"
9666558,Wheatstone LNG Term., Australia,"Mar 21, 02:04","Mar 21, 23:46","21h 42m"
9666998,Shikama, Japan,"May 4, 01:50","May 5, 01:52","1d"
9666998,Gladstone, Australia,"Apr 21, 22:30","Apr 23, 03:02","1d 4h"
9666998,Gaolan, China,"Apr 1, 02:50","Apr 2, 08:40","1d 5h"
9666998,Gladstone, Australia,"Mar 14, 15:38","Mar 17, 10:55","2d 19h"
9666998,Gladstone Anch., Australia,"Mar 13, 20:32","Mar 14, 13:09","16h 37m"
9696149,Singapore Anch. 1, Singapore,"Apr 28, 04:31","Apr 30, 04:49","2d"
9696149,Ishikariwan Shinko, Japan,"Apr 17, 00:16","Apr 18, 02:27","1d 2h"
9696149,Darwin, Australia,"Apr 2, 23:26","Apr 4, 04:59","1d 5h"
9696149,Sakai, Japan,"Mar 23, 04:32","Mar 24, 05:38","1d 1h"
9696149,Darwin, Australia,"Mar 12, 07:51","Mar 14, 04:37","1d 20h"
9743875,Prigorodnoye, Russia,"May 9, 01:52","May 10, 04:36","1d 2h"
9743875,Bintulu,"Sarawak, Malaysia","Apr 18, 01:32","Apr 19, 03:09","1d 1h"
9743875,Kawasaki, Japan,"Apr 7, 02:52","Apr 8, 03:02","1d"
9743875,Darwin, Australia,"Mar 24, 21:23","Mar 26, 00:14","1d 2h"
9645748,Shikama, Japan,"May 6, 02:11","May 7, 00:41","22h 29m"
9645748,Kagoshima, Japan,"May 2, 23:14","May 4, 00:41","1d 1h"
9645748,Lese, Papua New Guinea,"Apr 16, 20:31","Apr 17, 22:05","1d 1h"
9491812,Xiuyu, China,"May 10, 09:24","-","-"
9491812,Soyo, Angola,"Apr 11, 07:18","Apr 12, 11:02","1d 3h"
9491812,Luanda Anch., Angola,"Apr 3, 07:01","Apr 3, 09:36","2h 35m"
9372999,Okpo Anch., Korea,"May 4, 21:43","May 11, 04:51","6d 7h"
9372999,Okpo Anch., Korea,"May 1, 22:50","May 4, 07:16","2d 8h"
9372999,Okpo Anch., Korea,"Apr 28, 22:40","Apr 29, 06:19","7h 38m"
9372999,Prigorodnoye, Russia,"Apr 21, 08:13","-","-"
9372999,Okpo Anch., Korea,"Mar 13, 08:05","Mar 30, 04:23","16d 20h"
9323675,Dalian, China,"Apr 28, 00:14","Apr 29, 21:40","1d 21h"
9323675,Bontang, Indonesia,"Apr 16, 09:07","Apr 17, 14:34","1d 5h"
9323675,Singapore Anch. 1, Singapore,"Apr 10, 04:34","Apr 11, 02:47","22h 12m"
9323675,Dapeng, China,"Apr 3, 08:19","Apr 4, 08:13","23h 53m"
9323675,Withnell Bay, Australia,"Mar 26, 23:34","Mar 28, 00:40","1d 1h"
9390185,Mina al Fahl Anch., Oman,"Apr 27, 06:08","Apr 27, 11:11","5h 3m"
9390185,Dahej, India,"Apr 16, 00:03","Apr 17, 08:18","1d 8h"
9390185,As Suways (Suez) Anch., Egypt,"Apr 5, 02:16","Apr 6, 06:53","1d 4h"
9390185,Port Said Anch., Egypt,"Apr 1, 02:31","Apr 4, 13:28","3d 10h"
9390185,Port Rashid, Egypt,"Mar 30, 17:39","Mar 31, 13:01","19h 21m"
9315707,Gladstone Anch., Australia,"Apr 20, 04:23","-","-"
9315707,Gladstone, Australia,"Apr 18, 18:49","Apr 20, 03:11","1d 8h"
9315707,Maojia, China,"Apr 7, 01:24","Apr 9, 03:46","2d 2h"
9315707,Gladstone, Australia,"Mar 27, 01:24","Mar 28, 05:35","1d 4h"
9315707,Maojia, China,"Mar 12, 03:42","Mar 14, 05:29","2d 1h"
9315719,Bintulu,"Sarawak, Malaysia","Apr 23, 23:35","Apr 25, 02:58","1d 3h"
9315719,Kisarazu, Japan,"Apr 6, 23:55","Apr 8, 02:06","1d 2h"
9315719,Kokura, Japan,"Mar 17, 05:14","Mar 18, 23:50","1d 18h"
9324277,As Suways (Suez) Anch., Egypt,"May 10, 16:56","May 11, 11:32","18h 36m"
9324277,Ras Laffan, Qatar,"May 1, 00:41","May 2, 00:46","1d"
9324277,Ras Laffan Anch., Qatar,"Apr 30, 16:14","Apr 30, 23:48","7h 34m"
9324277,Port Qasim, Pakistan,"Apr 25, 03:12","Apr 28, 02:32","2d 23h"
9324277,Ras Laffan, Qatar,"Apr 20, 03:47","Apr 21, 01:01","21h 14m"
9315692,Nagoya, Japan,"May 11, 01:50","-","-"
9315692,Prigorodnoye, Russia,"Apr 29, 08:21","Apr 30, 21:43","1d 13h"
9315692,Yung An, Taiwan,"Apr 19, 00:05","Apr 19, 23:34","23h 28m"
9315692,Prigorodnoye, Russia,"Apr 7, 22:03","-","-"
9315692,Ishikariwan Shinko, Japan,"Mar 19, 00:12","Mar 20, 02:07","1d 1h"
9629586,Sabine, United States (USA),"Apr 26, 02:54","Apr 28, 14:22","2d 11h"
9629586,Port Arthur Anch., United States (USA),"Apr 22, 16:20","Apr 24, 06:14","1d 13h"
9629586,Cape Town, South Africa,"Apr 4, 15:26","Apr 5, 07:25","15h 58m"
9629586,Singapore Anch. 1, Singapore,"Mar 21, 01:33","Mar 21, 16:20","14h 47m"
9629598,Dalian Anch., China,"Apr 9, 22:48","-","-"
9629598,Dalian, China,"Apr 7, 21:30","Apr 9, 22:17","2d"
9629598,Port Said Anch., Egypt,"Mar 19, 09:48","Mar 20, 02:41","16h 52m"
9645970,Point Fortin, Trinidad & Tobago,"May 4, 10:52","May 5, 23:37","1d 12h"
9645970,La Brea (Brighton) Anch., Trinidad & Tobago,"May 4, 03:28","May 4, 09:26","5h 57m"
9645970,Klaipeda, Lithuania,"Apr 16, 14:29","Apr 18, 00:46","1d 10h"
9645970,Savannah, United States (USA),"Apr 2, 00:03","Apr 4, 02:56","2d 2h"
9645970,Savannah Anch., United States (USA),"Mar 31, 07:13","Apr 1, 18:14","1d 11h"
9373010,Sabine, United States (USA),"May 11, 08:20","-","-"
9373010,Panama Canal Anch. Pacific, Panama,"May 3, 13:20","May 5, 08:53","1d 19h"
9373010,Okpo Anch., Korea,"Apr 9, 23:22","Apr 12, 10:06","2d 10h"
9373010,Pyeongtaek, Korea,"Apr 7, 03:28","Apr 8, 02:46","23h 18m"
9373010,Pena Blanca Anch., Panama,"Mar 15, 15:03","-","-"
9325702,Ras Laffan, Qatar,"Apr 27, 06:02","Apr 28, 21:36","1d 15h"
9325702,Ras Laffan Anch., Qatar,"Apr 24, 06:11","Apr 27, 05:38","2d 23h"
9325702,Port Said Anch., Egypt,"Apr 13, 14:24","Apr 14, 02:50","12h 25m"
9325702,Adriatic LNG LNG Term., Italy,"Apr 9, 08:04","Apr 10, 06:41","22h 36m"
9325702,As Suways (Suez) Anch., Egypt,"Apr 1, 13:28","Apr 5, 11:27","3d 21h"
9325685,Ras Laffan Anch., Qatar,"May 10, 15:05","-","-"
9325685,Ras Laffan, Qatar,"May 9, 05:14","May 10, 14:30","1d 9h"
9325685,Ras Laffan Anch., Qatar,"Apr 11, 03:03","May 9, 03:08","28d"
9325685,Ras Laffan, Qatar,"Mar 20, 16:46","Mar 21, 16:06","23h 20m"
9325685,Ras Laffan Anch., Qatar,"Mar 19, 17:17","Mar 20, 15:49","22h 31m"
9325697,Adriatic LNG LNG Term., Italy,"May 8, 10:48","May 9, 09:54","23h 5m"
9325697,Chioggia Anch., Italy,"May 3, 08:59","May 8, 08:01","4d 23h"
9325697,As Suways (Suez) Anch., Egypt,"Apr 27, 13:02","Apr 28, 04:06","15h 4m"
9325697,Ras Laffan, Qatar,"Apr 18, 22:20","Apr 20, 06:32","1d 8h"
9325697,Ras Laffan Anch., Qatar,"Apr 17, 19:44","Apr 18, 21:56","1d 2h"
9269960,Bonny, Nigeria,"May 8, 10:21","May 9, 21:55","1d 11h"
9269960,Abidjan Anch., Cote d'Ivoire,"Apr 25, 10:37","Apr 26, 18:46","1d 8h"
9269960,Las Palmas (Gr.Canaria) Anch., Spain,"Apr 15, 13:07","Apr 15, 18:51","5h 43m"
9269960,Escombreras, Spain,"Apr 11, 08:25","Apr 12, 12:12","1d 3h"
9269960,Bonny, Nigeria,"Mar 31, 02:50","Apr 1, 06:06","1d 3h"
9311567,Escombreras, Spain,"Apr 16, 10:05","Apr 17, 11:41","1d 1h"
9311567,Bonny, Nigeria,"Apr 4, 16:51","Apr 5, 21:11","1d 4h"
9311567,Santa Cruz de Tenerife Anch., Spain,"Mar 26, 07:11","Mar 26, 16:46","9h 35m"
9311567,Sines, Portugal,"Mar 21, 16:26","Mar 22, 15:08","22h 42m"
9311567,Bonny, Nigeria,"-","Mar 13, 04:42","-"
9311579,Bonny, Nigeria,"Apr 14, 03:14","Apr 15, 10:52","1d 7h"
9311579,Montoir, France,"Mar 28, 14:08","Mar 29, 16:52","1d 2h"
9311579,Bonny, Nigeria,"Mar 16, 12:28","Mar 17, 22:20","1d 9h"
9311581,Bonny, Nigeria,"May 4, 21:05","May 6, 03:49","1d 6h"
9311581,Dapeng, China,"Mar 30, 03:18","Mar 31, 04:25","1d 1h"
9496317,Anegasaki, Japan,"May 7, 07:43","May 8, 09:59","1d 2h"
9496317,Anegasaki, Japan,"Apr 19, 01:53","Apr 20, 04:51","1d 2h"
9496317,Anegasaki, Japan,"Mar 20, 01:39","Mar 21, 15:20","1d 13h"
9626285,Panama Canal Anch. Atlantic, Panama,"May 10, 19:28","-","-"
9626285,Ingleside, United States (USA),"May 5, 17:29","May 6, 19:50","1d 2h"
9626285,Corpus Christi Anch., United States (USA),"May 5, 10:29","May 5, 15:40","5h 10m"
9626285,Adriatic LNG LNG Term., Italy,"Apr 10, 15:58","Apr 11, 13:54","21h 55m"
9626285,As Suways (Suez) Anch., Egypt,"Apr 6, 05:45","-","-"
9626273,Dampier Anch., Australia,"May 11, 05:54","-","-"
9626273,Withnell Bay, Australia,"Apr 25, 07:07","Apr 26, 08:07","1d 1h"
9626273,Dampier Anch., Australia,"Apr 22, 01:24","Apr 25, 04:30","3d 3h"
9626273,Tianjin Anch., China,"Apr 3, 02:01","-","-"
9626273,Tianjin Xingang, China,"Apr 1, 00:20","Apr 3, 00:38","2d"
9600530,Freeport, United States (USA),"May 2, 12:16","May 3, 18:38","1d 6h"
9600530,As Suways (Suez) Anch., Egypt,"Apr 14, 05:16","-","-"
9600530,As Suways (Suez) Anch., Egypt,"Apr 13, 12:03","Apr 14, 04:46","16h 43m"
9600530,Dahej, India,"Apr 4, 02:53","Apr 5, 05:34","1d 2h"
9600530,Das Island, United Arab Emirates (UAE),"Mar 31, 03:22","-","-"
9638915,Sabine, United States (USA),"Apr 20, 08:10","Apr 21, 14:24","1d 6h"
9638915,Ennore, India,"Mar 13, 01:14","Mar 14, 05:59","1d 4h"
9600528,Al Fujayrah Anch., United Arab Emirates (UAE),"Apr 23, 22:28","Apr 24, 13:35","15h 6m"
9600528,Ras Laffan, Qatar,"Apr 21, 22:15","Apr 22, 18:19","20h 4m"
9600528,Ras Laffan Anch., Qatar,"Apr 21, 07:10","Apr 21, 21:51","14h 40m"
9600528,Punta Europa, Equatorial Guinea,"Mar 25, 09:52","Mar 26, 13:44","1d 3h"
9600528,Experience FPSO, Brazil,"Mar 15, 14:14","Mar 17, 20:14","2d 5h"
9638903,Ingleside, United States (USA),"May 10, 06:52","May 11, 08:59","1d 2h"
9638903,Corpus Christi Anch., United States (USA),"May 9, 21:32","May 10, 04:41","7h 8m"
9638903,Adriatic LNG LNG Term., Italy,"Apr 21, 14:01","Apr 22, 12:25","22h 24m"
9638903,Chioggia Anch., Italy,"Apr 19, 20:47","-","-"
9638903,As Suways (Suez) Anch., Egypt,"Apr 15, 15:25","Apr 16, 04:30","13h 5m"
9634086,Caofeidian, China,"Apr 30, 03:07","May 1, 03:27","1d"
