IMO,Port,Country,Arrival,Departure,In Port
9397298,Ras Laffan, Qatar,"Apr 15, 06:05","Apr 17, 01:04","1d 18h"
9418365,Ras Laffan Anch., Qatar,"May 30, 16:01","-","-"
9418365,Incheon, Korea,"May 12, 23:38","May 14, 09:55","1d 10h"
9418365,Ras Laffan, Qatar,"Apr 25, 06:20","Apr 27, 05:31","1d 23h"
9418365,Ras Laffan Anch., Qatar,"Apr 20, 12:00","Apr 25, 05:56","4d 17h"
9388833,As Suways (Suez) Anch., Egypt,"May 22, 05:44","May 23, 05:31","23h 47m"
9388833,Ras Laffan, Qatar,"May 12, 08:50","May 14, 01:07","1d 16h"
9388833,Singapore Anch. 1, Singapore,"May 1, 22:46","May 2, 19:08","20h 22m"
9388833,Pyeongtaek, Korea,"Apr 23, 05:17","Apr 24, 22:48","1d 17h"
9388833,Ras Laffan, Qatar,"Apr 6, 16:42","Apr 7, 23:47","1d 7h"
9443683,Ras Laffan, Qatar,"May 26, 19:09","May 28, 00:52","1d 5h"
9443683,Ras Laffan Anch., Qatar,"May 24, 14:44","May 26, 18:33","2d 3h"
9443683,Port Said Anch., Egypt,"May 15, 11:55","May 16, 03:25","15h 29m"
9443683,Algeciras Anch., Spain,"May 9, 06:01","May 9, 23:20","17h 18m"
9443683,Milford Haven, United Kingdom (UK),"May 4, 15:49","May 5, 20:54","1d 5h"
9337755,Ras Laffan, Qatar,"May 26, 08:11","May 28, 04:20","1d 20h"
9337755,Ras Laffan Anch., Qatar,"May 21, 15:40","May 26, 07:50","4d 16h"
9337755,Singapore Anch. 1, Singapore,"May 11, 06:49","May 12, 00:48","17h 58m"
9337755,Incheon, Korea,"May 4, 00:03","May 5, 07:58","1d 7h"
9337755,Ras Laffan Anch., Qatar,"Apr 14, 18:18","Apr 15, 10:58","16h 39m"
9431214,Port Said Anch., Egypt,"May 24, 12:41","May 25, 04:25","15h 44m"
9431214,Gibraltar West Anch., Gibraltar,"May 18, 15:38","May 19, 09:18","17h 40m"
9431214,Milford Haven, United Kingdom (UK),"May 13, 19:01","May 15, 08:51","1d 13h"
9431214,Malta Anch., Malta,"May 6, 04:21","May 7, 17:34","1d 13h"
9431214,As Suways (Suez) Anch., Egypt,"May 2, 11:19","May 3, 05:55","18h 35m"
9397303,Ras Laffan Anch., Qatar,"May 28, 17:35","-","-"
9397303,Port Said Anch., Egypt,"May 19, 12:29","May 20, 03:43","15h 14m"
9397303,Milford Haven, United Kingdom (UK),"May 9, 15:19","May 11, 03:02","1d 11h"
9397303,As Suways (Suez) Anch., Egypt,"Apr 29, 04:20","-","-"
9397303,As Suways (Suez) Anch., Egypt,"Apr 28, 11:09","Apr 29, 04:16","17h 6m"
9796781,Nagoya, Japan,"May 20, 01:18","May 21, 01:30","1d"
9796781,Pena Blanca Anch., Panama,"Apr 28, 16:00","-","-"
9796781,Panama Canal Anch. Atlantic, Panama,"Apr 25, 19:25","Apr 28, 10:25","2d 15h"
9796781,Freeport, United States (USA),"Apr 19, 18:56","Apr 21, 20:13","2d 1h"
9796781,Freeport Anch., United States (USA),"Apr 18, 16:07","Apr 19, 17:32","1d 1h"
9796793,Panama Canal Anch. Pacific, Panama,"May 24, 14:36","May 25, 08:31","17h 54m"
9796793,Yangkou, China,"Apr 25, 04:12","Apr 26, 22:29","1d 18h"
9796793,Gatun Anch., Panama,"Apr 2, 14:33","-","-"
9796793,Panama Canal Anch. Atlantic, Panama,"Apr 2, 10:14","-","-"
9796793,Panama Canal Anch. Atlantic, Panama,"-","Apr 2, 09:16","-"
9774628,Sakai, Japan,"May 13, 02:34","May 14, 04:41","1d 2h"
9774628,Darwin, Australia,"Apr 30, 15:59","May 2, 02:10","1d 10h"
9774628,Darwin Anch., Australia,"Apr 29, 07:42","Apr 30, 14:11","1d 6h"
9774628,Sakai, Japan,"Apr 12, 22:35","Apr 14, 06:30","1d 7h"
9698123,Singapore Anch. 1, Singapore,"May 24, 06:49","May 29, 04:26","4d 21h"
9698123,Yung An, Taiwan,"May 17, 23:24","May 18, 23:29","1d"
9698123,Darwin, Australia,"May 6, 07:55","May 7, 16:28","1d 8h"
9698123,Yung An, Taiwan,"Apr 29, 23:43","Apr 30, 23:34","23h 51m"
9698123,Darwin, Australia,"Apr 21, 22:58","Apr 23, 08:13","1d 9h"
9779226,Lake Charles, United States (USA),"May 1, 18:10","May 3, 08:04","1d 13h"
9779226,Panama Canal Anch. Pacific, Panama,"Apr 21, 15:23","Apr 25, 07:36","3d 16h"
9810020,Thamesport, United Kingdom (UK),"May 22, 05:41","May 23, 06:22","1d"
9810020,Lake Charles, United States (USA),"May 8, 11:01","May 9, 12:10","1d 1h"
9810020,Panama Canal Anch. Pacific, Panama,"May 2, 09:38","-","-"
9810020,Panama Canal Anch. Pacific, Panama,"May 1, 16:00","May 2, 09:27","17h 26m"
9810020,Nagoya, Japan,"Apr 8, 01:20","Apr 9, 01:18","23h 57m"
9779238,Kawasaki, Japan,"May 24, 00:53","May 25, 02:14","1d 1h"
9779238,Pena Blanca Anch., Panama,"May 4, 15:42","-","-"
9779238,Cameron, United States (USA),"Apr 30, 15:35","-","-"
9779238,Lake Charles, United States (USA),"Apr 26, 19:23","Apr 30, 13:36","3d 18h"
9779238,Panama Canal Anch. Pacific, Panama,"Apr 20, 14:54","Apr 21, 07:46","16h 52m"
9540716,Ras Laffan, Qatar,"May 28, 04:51","May 29, 03:52","23h"
9540716,Singapore Anch. 1, Singapore,"May 4, 06:57","May 7, 11:59","3d 5h"
9540716,Singapore, Singapore,"Apr 2, 04:51","May 4, 01:52","31d 21h"
9540716,Singapore Anch. 1, Singapore,"-","Apr 2, 04:14","-"
9483877,Withnell Bay, Australia,"May 28, 07:28","May 29, 17:03","1d 9h"
9483877,Hitachi, Japan,"May 18, 00:37","May 19, 05:56","1d 5h"
9483877,Withnell Bay, Australia,"May 6, 00:42","May 7, 06:56","1d 6h"
9483877,Yokohama, Japan,"Apr 23, 00:30","Apr 24, 03:27","1d 2h"
9483877,Withnell Bay, Australia,"Apr 12, 04:00","Apr 13, 11:55","1d 7h"
9770440,Sakai, Japan,"Apr 24, 01:08","Apr 25, 06:56","1d 5h"
9770438,Yokohama, Japan,"Jun 1, 02:08","-","-"
9770438,Pena Blanca Anch., Panama,"May 8, 15:48","-","-"
9770438,Gatun Anch., Panama,"May 8, 14:51","May 8, 15:42","50m"
9770438,Panama Canal Anch. Atlantic, Panama,"May 7, 13:51","May 8, 10:19","20h 27m"
9770438,Lake Charles, United States (USA),"Apr 30, 23:16","May 2, 19:32","1d 20h"
9337951,Sabine, United States (USA),"May 24, 05:30","May 25, 16:32","1d 11h"
9337951,Port Arthur Anch., United States (USA),"May 22, 00:59","May 24, 00:54","1d 23h"
9337951,Zeebrugge, Belgium,"Apr 30, 00:06","May 1, 04:13","1d 4h"
9337951,Malta Anch., Malta,"Apr 20, 08:21","Apr 23, 07:47","2d 23h"
9337951,As Suways (Suez) Anch., Egypt,"Apr 16, 12:36","Apr 17, 05:25","16h 49m"
9337987,Ras Laffan, Qatar,"May 16, 09:12","May 17, 10:41","1d 1h"
9337987,Ras Laffan Anch., Qatar,"May 15, 20:35","May 16, 07:42","11h 6m"
9337987,Jebel Ali, United Arab Emirates (UAE),"May 13, 05:01","May 15, 07:58","2d 2h"
9337987,Ras Laffan Anch., Qatar,"May 10, 09:25","May 12, 13:09","2d 3h"
9337987,Ras Laffan, Qatar,"May 8, 21:46","May 10, 08:37","1d 10h"
9337975,Malta Anch., Malta,"Jun 1, 04:22","-","-"
9337975,As Suways (Suez) Anch., Egypt,"May 28, 13:19","May 29, 04:06","14h 46m"
9337975,Ras Laffan, Qatar,"May 19, 16:11","May 20, 16:35","1d"
9337975,Ras Laffan Anch., Qatar,"May 17, 17:43","May 19, 15:29","1d 21h"
9337975,Sohar Anch., Oman,"May 16, 03:13","May 16, 18:36","15h 22m"
9337963,Ras Laffan Anch., Qatar,"May 31, 02:05","-","-"
9337963,Sohar Anch., Oman,"May 29, 19:46","May 30, 01:43","5h 56m"
9337963,Sohar Anch., Oman,"May 11, 03:08","May 11, 12:26","9h 17m"
9337963,Ras Laffan Anch., Qatar,"May 7, 01:27","May 10, 01:47","3d"
9337963,Ras Laffan, Qatar,"May 5, 17:11","May 7, 01:06","1d 7h"
9360831,Ras Laffan, Qatar,"May 24, 17:38","May 25, 17:10","23h 31m"
9360831,Ras Laffan Anch., Qatar,"May 20, 14:01","May 24, 16:20","4d 2h"
9360831,Dapeng, China,"May 5, 03:32","May 6, 06:31","1d 2h"
9360831,Ras Laffan, Qatar,"Apr 20, 22:05","Apr 22, 08:39","1d 10h"
9360831,Ras Laffan Anch., Qatar,"Apr 11, 05:52","Apr 20, 21:12","9d 15h"
9431123,Ras Laffan Anch., Qatar,"May 22, 01:02","-","-"
9431123,Ras Laffan, Qatar,"May 20, 23:05","May 22, 00:44","1d 1h"
9431123,Ras Laffan Anch., Qatar,"May 17, 19:21","May 20, 21:44","3d 2h"
9431123,Port Said Anch., Egypt,"May 9, 08:07","May 9, 22:28","14h 21m"
9431123,Revithoussa Desfa LNG Term., Greece,"May 5, 16:02","May 7, 14:47","1d 22h"
9397353,Ras Laffan Anch., Qatar,"May 30, 08:16","-","-"
9397353,Dahej, India,"May 24, 20:18","May 26, 18:13","1d 21h"
9397353,Ras Laffan Anch., Qatar,"May 13, 22:34","May 21, 07:21","7d 8h"
9397353,Ras Laffan, Qatar,"May 12, 21:47","May 13, 22:06","1d"
9397353,Mina' al Ahmadi, Kuwait,"May 10, 04:48","May 11, 22:57","1d 18h"
9431111,Ras Laffan, Qatar,"May 27, 15:44","May 29, 04:06","1d 12h"
9431111,Ras Laffan Anch., Qatar,"May 19, 00:26","May 27, 14:38","8d 14h"
9431111,Port Said Anch., Egypt,"May 10, 09:27","May 11, 00:52","15h 25m"
9431111,Swinoujscie, Poland,"Apr 28, 06:39","Apr 29, 14:52","1d 8h"
9431111,As Suways (Suez) Anch., Egypt,"Apr 15, 05:11","-","-"
9431135,Ningbo Anch., China,"May 13, 04:43","May 13, 11:14","6h 30m"
9431135,Ras Laffan, Qatar,"Apr 26, 06:03","Apr 27, 07:14","1d 1h"
9431135,Ras Laffan Anch., Qatar,"Apr 23, 17:21","Apr 26, 05:08","2d 11h"
9431147,Ras Laffan, Qatar,"May 25, 19:39","May 27, 05:38","1d 9h"
9431147,Ras Laffan Anch., Qatar,"May 19, 14:31","May 25, 18:10","6d 3h"
9431147,Hazira, India,"May 13, 11:02","May 16, 00:35","2d 13h"
9431147,Ras Laffan Anch., Qatar,"Apr 30, 07:09","May 9, 07:00","8d 23h"
9431147,Ras Laffan, Qatar,"Apr 28, 18:43","Apr 30, 06:32","1d 11h"
9397341,Pyeongtaek, Korea,"May 16, 23:03","May 18, 03:18","1d 4h"
9397341,Ras Laffan, Qatar,"Apr 25, 16:01","Apr 26, 17:26","1d 1h"
9397341,Ras Laffan Anch., Qatar,"Apr 22, 10:22","Apr 25, 14:37","3d 4h"
9397341,Dahej, India,"Apr 17, 00:40","Apr 18, 10:04","1d 9h"
9397341,Ras Laffan, Qatar,"Apr 12, 12:14","Apr 13, 14:13","1d 1h"
9666560,Nagoya, Japan,"May 24, 01:17","May 25, 01:13","23h 55m"
9666560,Wheatstone LNG Term., Australia,"May 9, 09:05","May 10, 05:49","20h 44m"
9666560,Mab Tapud Anch., Thailand,"Apr 21, 03:01","Apr 25, 02:32","3d 23h"
9666560,Mab Tapud, Thailand,"Apr 19, 23:27","Apr 21, 02:35","1d 3h"
9666560,Wheatstone LNG Term., Australia,"Apr 12, 04:48","Apr 13, 12:46","1d 7h"
9666558,Caofeidian, China,"May 29, 07:58","May 30, 09:47","1d 1h"
9666558,Wheatstone LNG Term., Australia,"May 13, 08:59","May 14, 06:24","21h 25m"
9666558,Kawasaki, Japan,"Apr 24, 01:01","Apr 25, 01:17","1d"
9666558,Darwin, Australia,"Apr 13, 02:09","Apr 14, 06:10","1d 4h"
9666558,Kisarazu, Japan,"-","Apr 2, 06:29","-"
9696149,Singapore Anch. 1, Singapore,"May 26, 14:24","May 29, 05:26","2d 15h"
9696149,Singapore, Singapore,"Apr 30, 05:35","May 26, 03:36","25d 22h"
9696149,Singapore Anch. 1, Singapore,"Apr 28, 04:31","Apr 30, 04:49","2d"
9696149,Ishikariwan Shinko, Japan,"Apr 17, 00:16","Apr 18, 02:27","1d 2h"
9696149,Darwin, Australia,"Apr 2, 23:26","Apr 4, 04:59","1d 5h"
9666998,Gladstone, Australia,"May 21, 22:45","May 23, 03:23","1d 4h"
9666998,Gladstone Anch., Australia,"May 18, 07:04","May 21, 21:05","3d 14h"
9666998,Shikama, Japan,"May 4, 01:50","May 5, 01:52","1d"
9666998,Gladstone, Australia,"Apr 21, 22:30","Apr 23, 03:02","1d 4h"
9666998,Gaolan, China,"-","Apr 2, 08:40","-"
9743875,Kawasaki, Japan,"May 15, 00:54","May 16, 02:07","1d 1h"
9743875,Prigorodnoye, Russia,"May 9, 01:52","May 10, 04:36","1d 2h"
9743875,"Bintulu,Sarawak", Malaysia,"Apr 18, 01:32","Apr 19, 03:09","1d 1h"
9743875,Kawasaki, Japan,"Apr 7, 02:52","Apr 8, 03:02","1d"
9645748,Shikama, Japan,"May 6, 02:11","May 7, 00:41","22h 29m"
9645748,Kagoshima, Japan,"May 2, 23:14","May 4, 00:41","1d 1h"
9645748,Lese, Papua New Guinea,"Apr 16, 20:31","Apr 17, 22:05","1d 1h"
9338266,Ras Laffan, Qatar,"May 23, 19:13","May 24, 22:05","1d 2h"
9338266,Ras Laffan Anch., Qatar,"May 20, 00:49","May 23, 18:06","3d 17h"
9338266,Singapore Anch. 1, Singapore,"May 8, 15:02","May 9, 07:19","16h 17m"
9338266,Yangkou, China,"May 1, 06:47","May 3, 01:40","1d 18h"
9338266,Ras Laffan Anch., Qatar,"Apr 12, 09:16","Apr 12, 19:44","10h 28m"
9360817,Ras Laffan Anch., Qatar,"May 30, 11:12","-","-"
9360817,Singapore Anch. 3, Singapore,"May 20, 18:58","May 21, 06:09","11h 11m"
9360817,Caofeidian, China,"May 11, 03:25","May 14, 02:14","2d 22h"
9360817,Ras Laffan, Qatar,"Apr 23, 00:13","Apr 24, 18:06","1d 17h"
9360817,Ras Laffan Anch., Qatar,"Apr 16, 01:12","Apr 22, 22:45","6d 21h"
9360805,Singapore Anch. 1, Singapore,"May 31, 02:24","Jun 1, 07:10","1d 4h"
9360805,Yung An, Taiwan,"May 26, 02:00","May 26, 23:36","21h 36m"
9360805,Ras Laffan Anch., Qatar,"May 11, 18:00","May 12, 07:34","13h 33m"
9360805,Ras Laffan, Qatar,"May 10, 09:13","May 11, 17:14","1d 8h"
9360805,Ras Laffan Anch., Qatar,"May 8, 11:16","May 10, 08:34","1d 21h"
9360829,Singapore Anch. 1, Singapore,"May 27, 08:51","May 27, 15:30","6h 39m"
9360829,Incheon, Korea,"May 19, 03:10","May 20, 07:18","1d 4h"
9360829,Ras Laffan, Qatar,"May 2, 05:19","May 3, 04:07","22h 48m"
9360829,Ras Laffan Anch., Qatar,"Apr 30, 13:58","May 2, 03:53","1d 13h"
9360829,Port Said Anch., Egypt,"Apr 22, 13:48","Apr 23, 02:32","12h 43m"
9360790,Swinoujscie, Poland,"May 21, 06:25","May 22, 13:36","1d 7h"
9360790,As Suways (Suez) Anch., Egypt,"May 6, 08:13","May 7, 05:19","21h 6m"
9360790,Ras Laffan, Qatar,"Apr 27, 12:19","Apr 28, 13:11","1d"
9360790,Ras Laffan Anch., Qatar,"Apr 21, 12:53","Apr 27, 11:05","5d 22h"
9360790,Mina' al Ahmadi, Kuwait,"Apr 18, 22:06","Apr 20, 17:07","1d 19h"
9337743,Singapore Anch. 1, Singapore,"May 31, 04:23","Jun 1, 02:42","22h 19m"
9337743,Kisarazu, Japan,"May 23, 00:12","May 24, 05:39","1d 5h"
9337743,Ras Laffan, Qatar,"Apr 30, 11:33","May 2, 01:56","1d 14h"
9337743,Ras Laffan Anch., Qatar,"Apr 26, 13:39","Apr 30, 09:35","3d 19h"
9337743,Port Said Anch., Egypt,"Apr 18, 06:52","Apr 19, 03:34","20h 41m"
9337705,Singapore Anch. 1, Singapore,"May 26, 03:13","May 26, 16:54","13h 41m"
9337705,Mab Tapud, Thailand,"May 22, 23:25","May 24, 04:46","1d 5h"
9337705,Ras Laffan, Qatar,"May 3, 20:08","May 5, 06:38","1d 10h"
9337705,Ras Laffan Anch., Qatar,"May 1, 17:41","May 3, 19:45","2d 2h"
9337705,Port Said Anch., Egypt,"Apr 23, 14:44","Apr 24, 03:24","12h 39m"
9337731,Port Said Anch., Egypt,"May 26, 14:44","May 27, 03:24","12h 40m"
9337731,Malta Bunkering Area 3, Malta,"May 23, 07:03","May 24, 06:06","23h 3m"
9337731,Fos sur mer, France,"May 20, 07:26","May 21, 16:29","1d 9h"
9337731,As Suways (Suez) Anch., Egypt,"May 12, 08:23","May 13, 04:12","19h 48m"
9337731,Ras Laffan, Qatar,"May 2, 19:28","May 4, 07:50","1d 12h"
9337717,Mab Tapud, Thailand,"May 28, 22:19","May 30, 03:46","1d 5h"
9337717,Ras Laffan Anch., Qatar,"May 12, 04:31","May 15, 01:48","2d 21h"
9337717,Ras Laffan, Qatar,"May 10, 17:18","May 12, 04:11","1d 10h"
9337717,Ras Laffan Anch., Qatar,"May 9, 18:21","May 10, 16:26","22h 5m"
9337717,Port Qasim, Pakistan,"May 5, 10:50","May 7, 02:00","1d 15h"
9360843,Ras Laffan, Qatar,"May 17, 12:41","May 18, 17:38","1d 4h"
9360843,Ras Laffan Anch., Qatar,"May 15, 08:46","May 17, 11:53","2d 3h"
9360843,Singapore Anch. 1, Singapore,"May 5, 08:24","May 5, 21:48","13h 23m"
9360843,Ningbo, China,"Apr 28, 04:14","Apr 30, 05:52","2d 1h"
9360843,Ras Laffan, Qatar,"Apr 10, 00:13","Apr 11, 01:46","1d 1h"
9360867,Ras Laffan Anch., Qatar,"May 30, 11:04","-","-"
9360867,Ras Laffan, Qatar,"May 29, 11:18","May 30, 10:44","23h 26m"
9360867,Ras Laffan Anch., Qatar,"May 28, 12:22","May 29, 10:13","21h 51m"
9360867,Mina' al Ahmadi, Kuwait,"May 25, 21:38","May 27, 15:59","1d 18h"
9360867,Mina' 'Abd Allah Anch., Kuwait,"May 25, 14:09","May 25, 20:37","6h 28m"
9360855,Ras Laffan, Qatar,"May 23, 09:11","May 24, 11:33","1d 2h"
9360855,Ras Laffan Anch., Qatar,"May 22, 07:29","May 23, 08:16","1d"
9360855,Singapore Anch. 1, Singapore,"May 12, 16:55","May 13, 22:25","1d 5h"
9360855,Mab Tapud, Thailand,"May 9, 07:21","May 10, 13:41","1d 6h"
9360855,Mab Tapud Anch., Thailand,"May 6, 11:19","May 9, 06:25","2d 19h"
9397327,Ras Laffan, Qatar,"May 14, 20:00","May 16, 20:00","2d"
9397327,Ras Laffan Anch., Qatar,"May 13, 12:38","May 14, 18:58","1d 6h"
9397327,Singapore Anch. 1, Singapore,"May 4, 08:35","May 5, 05:06","20h 30m"
9397327,Mab Tapud, Thailand,"Apr 30, 22:23","May 2, 05:44","1d 7h"
9397327,Ras Laffan Anch., Qatar,"Apr 16, 12:49","Apr 17, 17:59","1d 5h"
9337729,Port Said Anch., Egypt,"May 25, 10:09","May 26, 03:08","16h 58m"
9337729,Gibraltar West Anch., Gibraltar,"May 20, 08:19","May 20, 21:46","13h 27m"
9337729,Zeebrugge, Belgium,"May 15, 17:01","May 16, 16:45","23h 44m"
9337729,As Suways (Suez) Anch., Egypt,"May 5, 09:30","May 6, 04:13","18h 42m"
9337729,Ras Laffan, Qatar,"Apr 27, 10:09","Apr 28, 11:23","1d 1h"
9397339,Ras Laffan Anch., Qatar,"May 25, 19:31","May 26, 14:13","18h 41m"
9397339,Ras Laffan, Qatar,"May 24, 19:54","May 25, 19:07","23h 13m"
9397339,Ras Laffan Anch., Qatar,"May 16, 18:16","May 24, 18:34","8d"
9397339,Mina' al Ahmadi, Kuwait,"May 14, 05:04","May 16, 00:09","1d 19h"
9397339,Ras Laffan Anch., Qatar,"May 4, 13:14","May 13, 06:41","8d 17h"
9774135,Singapore Anch. 1, Singapore,"Apr 26, 10:03","Apr 29, 09:48","2d 23h"
9774135,Singapore Anch. 1, Singapore,"Apr 25, 02:07","Apr 26, 00:21","22h 13m"
9774135,Singapore, Singapore,"-","Apr 25, 02:02","-"
9791212,Panama Canal Anch. Atlantic, Panama,"May 12, 14:33","May 13, 10:59","20h 26m"
9791212,Ingleside, United States (USA),"May 6, 22:58","May 8, 05:37","1d 6h"
9791212,Dunkerque, France,"Apr 21, 14:46","Apr 22, 15:30","1d"
9791212,Ingleside, United States (USA),"Apr 6, 01:50","-","-"
9791212,Ingleside, United States (USA),"Apr 4, 23:20","Apr 6, 01:42","1d 2h"
9791200,Dunkerque, France,"May 29, 15:05","May 30, 16:48","1d 1h"
9791200,Freeport, United States (USA),"May 12, 13:11","May 13, 16:40","1d 3h"
9791200,Gatun Anch., Panama,"May 7, 16:34","-","-"
9791200,Panama Canal Anch. Pacific, Panama,"May 6, 20:13","May 7, 09:03","12h 50m"
9791200,Dapeng Anch., China,"Apr 10, 07:07","-","-"
9360879,Gibraltar West Anch., Gibraltar,"May 31, 05:58","May 31, 22:40","16h 41m"
9360879,As Suways (Suez) Anch., Egypt,"May 25, 08:43","May 26, 04:58","20h 15m"
9360879,Ras Laffan Anch., Qatar,"May 15, 21:26","May 18, 00:37","2d 3h"
9360879,Ras Laffan, Qatar,"May 14, 19:38","May 15, 20:42","1d 1h"
9360879,Singapore Anch. 1, Singapore,"May 5, 04:26","May 5, 19:44","15h 17m"
9360908,Ras Laffan, Qatar,"May 30, 18:11","May 31, 19:35","1d 1h"
9360908,Ras Laffan Anch., Qatar,"May 30, 05:26","May 30, 17:47","12h 21m"
9360908,Singapore Anch. 1, Singapore,"May 19, 04:28","May 19, 23:16","18h 48m"
9360908,Ras Laffan, Qatar,"Apr 22, 05:19","Apr 24, 02:16","1d 20h"
9360908,Ras Laffan Anch., Qatar,"Apr 14, 01:15","Apr 22, 04:57","8d 3h"
9360881,Jebel Ali, United Arab Emirates (UAE),"May 30, 04:22","-","-"
9360881,Ras Laffan Anch., Qatar,"May 22, 23:41","May 29, 06:10","6d 6h"
9360881,Ras Laffan, Qatar,"May 21, 17:11","May 22, 22:58","1d 5h"
9360881,Ras Laffan Anch., Qatar,"May 20, 19:45","May 21, 15:22","19h 36m"
9360881,Mina' al Ahmadi, Kuwait,"May 18, 05:00","May 20, 00:43","1d 19h"
9360893,Gibraltar West Anch., Gibraltar,"Jun 1, 00:52","-","-"
9360893,Milford Haven, United Kingdom (UK),"May 26, 20:50","May 28, 03:25","1d 6h"
9360893,As Suways (Suez) Anch., Egypt,"May 17, 11:10","May 18, 05:23","18h 13m"
9360893,Ras Laffan, Qatar,"May 8, 05:18","May 9, 16:49","1d 11h"
9360893,Ras Laffan Anch., Qatar,"Apr 29, 15:30","May 8, 04:40","8d 13h"
9714290,Gwangyang, Korea,"May 15, 23:56","May 17, 02:17","1d 2h"
9714290,Hongqiao, China,"May 1, 06:35","May 2, 08:26","1d 1h"
9714290,"Bintulu,Sarawak", Malaysia,"Apr 23, 09:09","Apr 24, 19:12","1d 10h"
9714290,Boryeong, Korea,"Apr 8, 05:03","-","-"
9714290,Boryeong, Korea,"Apr 7, 03:14","Apr 8, 04:53","1d 1h"
9714276,Dapeng, China,"May 12, 05:33","May 13, 07:09","1d 1h"
9714276,Boryeong, Korea,"Apr 11, 06:13","-","-"
9714276,Boryeong, Korea,"Apr 9, 06:05","Apr 11, 06:00","1d 23h"
9714305,Kitakyushu, Japan,"May 11, 01:52","May 12, 04:56","1d 3h"
9714305,"Bintulu,Sarawak", Malaysia,"May 3, 08:03","May 4, 08:06","1d"
9714305,Xiuyu, China,"Apr 26, 09:28","Apr 28, 05:04","1d 19h"
9714288,Pengerang, Malaysia,"May 27, 05:58","May 28, 06:34","1d"
9714288,Gladstone, Australia,"Apr 6, 17:17","May 3, 13:04","26d 19h"
9714288,Gladstone, Australia,"Apr 5, 09:44","Apr 6, 16:01","1d 6h"
9756389,Gaolan, China,"May 28, 02:07","May 29, 10:01","1d 7h"
9756389,Dongjiakou, China,"May 4, 03:51","May 5, 05:35","1d 1h"
9756389,Niigata, Japan,"Apr 11, 01:09","Apr 12, 01:28","1d"
9750713,Sabetta, Russia,"May 31, 16:38","-","-"
9750713,Bilbao, Spain,"May 22, 17:11","May 23, 17:09","23h 57m"
9750713,Sabetta, Russia,"May 12, 15:27","May 14, 05:33","1d 14h"
9750713,Rotterdam, Netherlands,"Apr 23, 02:47","May 4, 23:19","11d 20h"
9750713,Zeebrugge, Belgium,"Apr 21, 15:38","Apr 22, 15:43","1d"
